Name,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,is-opensource,Order,Logo,One-Liner,Category,Official Website,Github,Questions,What is,Read More Content,Screenshots,Why its better on shakudo,Partner Status,Feature 1,Feature 2,Feature 3,Video,Page Link,Node Support,Ticker,categories,KB Overview,KB Getting Started and usage,KB Deployment Runbook,KB Troubleshooting and FAQ,Administration & Best Practices,KB Filter,Version
LlamaIndex,llamaindex,65d8f013a7ae761a66cdf762,65d8f013a7ae761a66cdf68c,65d8f013a7ae761a66cdfb17,false,false,Wed Nov 01 2023 18:53:20 GMT+0000 (Coordinated Universal Time),Thu Apr 10 2025 21:23:17 GMT+0000 (Coordinated Universal Time),Wed Apr 23 2025 15:25:02 GMT+0000 (Coordinated Universal Time),true,,https://uploads-ssl.webflow.com/625447c67b621ab49bb7e3e5/65429c5f8c4d4e6dcdfe0f7f_oqVQ04b5KiGt5WOWJmYt8%5B1%5D.png,Data framework for your LLM applications,large-language-model-llm,https://www.llamaindex.ai/,https://github.com/run-llama/llama_index,,"Imagine seamlessly integrating your private data with Large Language Models (LLMs). LlamaIndex makes this possible. It connects your existing data sources - from APIs to PDFs - and organizes them for LLM use. With LlamaIndex, you get a powerful query interface, turning LLM prompts into context-rich responses. Whether you're building with LangChain, Flask, or ChatGPT, LlamaIndex fits right in. It's accessible for beginners and adaptable for experts, simplifying data ingestion and customization for your LLM applications.",,,,false,,,,,,,,large-language-model-llm,,,,,,,
LocalAI,localai,65d8f013a7ae761a66cdf762,65d8f013a7ae761a66cdf68c,65d8f013a7ae761a66cdfb39,false,false,Mon Jan 22 2024 05:21:37 GMT+0000 (Coordinated Universal Time),Thu Apr 10 2025 21:21:48 GMT+0000 (Coordinated Universal Time),Wed Apr 23 2025 15:25:02 GMT+0000 (Coordinated Universal Time),true,0,https://uploads-ssl.webflow.com/625447c67b621ab49bb7e3e5/65d52d4aed16dd56f203f291_localai-logo%20(1).svg,Open Source OpenAI alternative,large-language-model-llm,https://localai.io/,https://github.com/mudler/LocalAI,,"LocalAI presents itself as a cost-free, open-source alternative to OpenAI. It serves as a seamless substitute for the OpenAI API, offering local inferencing capabilities. It enables the running of Large Language Models (LLMs), along with the creation of images and audio, on local or on-premise systems using standard consumer hardware. It supports a range of model families and operates without the need for a GPU. Moreover, LocalAI's ability to scale, secure, and customize to user-specific needs, positions it as a noteworthy tool for developers seeking an adaptable and efficient AI solution.",,,,false,,,,,,,,,,,,,,,
Longhorn,longhorn,65d8f013a7ae761a66cdf762,65d8f013a7ae761a66cdf68c,68bf2b94fc012667b805d1c4,false,false,Mon Sep 08 2025 19:16:36 GMT+0000 (Coordinated Universal Time),Tue Sep 09 2025 18:50:50 GMT+0000 (Coordinated Universal Time),Tue Sep 09 2025 18:57:53 GMT+0000 (Coordinated Universal Time),true,,https://cdn.prod.website-files.com/625447c67b621ab49bb7e3e5/68c076ee2b10f32fc55ed8be_longhorn-icon-color.png,Distributed storage for Kubernetes,data-storage,https://longhorn.io/,https://github.com/longhorn/longhorn,,"Longhorn is a cloud-native distributed block storage system for Kubernetes that ensures applications requiring persistent data can run reliably across clusters without depending on expensive external storage appliances. It adds value by simplifying storage management, improving data resiliency, and reducing downtime risks, which translates directly into operational efficiency. For example, a retail company running an online transaction platform can deploy Longhorn to keep customer order data continuously available across multiple nodes; if one server fails during peak shopping hours, the system automatically maintains access and prevents lost sales.",,,"<p>Longhorn provides distributed block storage that works well for stateful applications, but deployments often involve setting up complex networking, storage classes, and manual configuration for high availability. Managing upgrades or scaling can quickly become operationally heavy, especially when multiple AI or data teams need reliable persistent storage across workloads.</p><p>On Shakudo, Longhorn is not a separate component you have to wrangle. Instead, it is already integrated as part of the operating system for AI and data, so persistent block storage is automatically available to every AI tool and workflow you enable. The infrastructure orchestration is handled end-to-end, giving you resilient storage that “just works” without engineering overhead.</p><p>The shift is clear: instead of siloed storage setups handled per-cluster or team, you have Longhorn seamlessly wired into a platform where compute, data, and AI services can share it securely and consistently. That means scaling AI proofs-of-concept into production becomes faster, without the delays of managing storage lifecycles by hand.</p>",false,,,,,,,,,,,,,,,
Looker,looker,65d8f013a7ae761a66cdf762,65d8f013a7ae761a66cdf68c,65d8f013a7ae761a66cdfae2,false,false,Fri Apr 21 2023 16:28:05 GMT+0000 (Coordinated Universal Time),Thu Apr 10 2025 21:26:06 GMT+0000 (Coordinated Universal Time),Wed Apr 23 2025 15:25:02 GMT+0000 (Coordinated Universal Time),false,,https://uploads-ssl.webflow.com/625447c67b621ab49bb7e3e5/6511e689b0d51e3fd84b34f4_6442b8d70a7c3ae1b7dfe09c_google-looker-logo-B27BD25E4E-seeklogo.com.png,Drive better outcomes through smarter data-driven experiences,business-intelligence,https://looker.com/,https://github.com/looker,,"Looker is a powerful business intelligence and analytics platform that empowers organizations to make data-driven decisions. Are you struggling to make sense of your data and turn insights into action? Looker provides a user-friendly interface that makes it easy for anyone to explore, analyze and share data in real-time. With a flexible data modeling layer, you can easily create custom metrics and dimensions to fit your unique business needs. Plus, Looker integrates with a wide range of data sources, including popular cloud databases, allowing you to consolidate all your data in one place. With Looker, you can unlock the true value of your data and make smarter decisions faster.",,,,false,,,,,,,,business-intelligence,,,,,,,
Mage,mage,65d8f013a7ae761a66cdf762,65d8f013a7ae761a66cdf68c,65d8f013a7ae761a66cdfb02,false,false,Fri Aug 18 2023 17:39:04 GMT+0000 (Coordinated Universal Time),Thu Apr 10 2025 21:23:20 GMT+0000 (Coordinated Universal Time),Wed Apr 23 2025 15:25:02 GMT+0000 (Coordinated Universal Time),true,,https://uploads-ssl.webflow.com/625447c67b621ab49bb7e3e5/6511e68913b263a52a60cce7_64dfaadf324c01eef97962db_icon-mage.png,Open-source data pipeline tool for transforming and integrating data.,pipeline-orchestration,https://www.mage.ai/,https://github.com/mage-ai/mage-ai,,"Mage is an open-source data pipeline tool designed to transform and integrate data effortlessly. It offers the ability to build both real-time and batch pipelines using Python, SQL, and R, and manage thousands of pipelines without difficulty. With features like easy Docker or Terraform implementation, intuitive UI for data visualization, and modular code practices, Mage simplifies the development experience. It can be quickly deployed to various cloud platforms, making scaling and observability straightforward.",,,,false,,,,,,,,pipeline-orchestration,,,,,,,
Mattermost ,mattermost,65d8f013a7ae761a66cdf762,65d8f013a7ae761a66cdf68c,665a36a63f0a1517eef6b3d8,false,false,Fri May 31 2024 20:44:22 GMT+0000 (Coordinated Universal Time),Thu Apr 10 2025 21:21:30 GMT+0000 (Coordinated Universal Time),Wed Apr 23 2025 15:25:02 GMT+0000 (Coordinated Universal Time),true,,https://uploads-ssl.webflow.com/625447c67b621ab49bb7e3e5/665a358dad6c23fabf714fc6_mattermost-logo-svgrepo-com.svg,Secure collaboration platform across the entire software development lifecycle,communication,https://mattermost.com/,https://github.com/mattermost/mattermost,,"Mattermost is an open-source, self-hostable online chat service designed for enterprise use. It is praised for its tight security, extensive customization options, and seamless integration with tools like GitLab. Users appreciate its feature parity with Slack while offering on-premises hosting and avoiding vendor lock-in. Before adopting Mattermost, teams often struggled with disorganized communication in large group chats on platforms like Signal. After switching to Mattermost, they found it easier to manage conversations through channels, share files effortlessly, and leverage powerful collaboration features like video calls and project boards.",,https://uploads-ssl.webflow.com/625447c67b621ab49bb7e3e5/665a364000956f98d86117e9_136107976-7a894c9e-290a-490d-8501-e5fdbfc3785a.png,"<p id="""">Mattermost, while a powerful collaboration tool, can be cumbersome to set up, configure, and integrate with your existing infrastructure. Shakudo automates the deployment and management of Mattermost, ensuring seamless integration with your cloud environment and other data tools.</p><p>Without Shakudo, teams struggle with manual provisioning, compatibility issues, and scaling challenges when running Mattermost alongside their data pipelines. This leads to inefficiencies, security risks, and slower time-to-market for AI solutions. With Shakudo, you can deploy Mattermost with a single click, automatically configured and optimized for your specific needs. Sensures Mattermost runs reliably and securely, while enabling smooth integration with your data tools and workflows. This empowers your teams to focus on building innovative solutions rather than managing infrastructure complexities.</p>",true,,,,,,,,,,,,,,,
Meltano,meltano,65d8f013a7ae761a66cdf762,65d8f013a7ae761a66cdf68c,66c605b0ff03a4759ce3ccbd,false,false,Wed Aug 21 2024 15:20:16 GMT+0000 (Coordinated Universal Time),Thu Apr 10 2025 21:19:30 GMT+0000 (Coordinated Universal Time),Wed Apr 23 2025 15:25:02 GMT+0000 (Coordinated Universal Time),true,,https://uploads-ssl.webflow.com/625447c67b621ab49bb7e3e5/66c605cf7c23a1fa14097941_meltano.73f0d34.f6f689a38b0fbf42dc9bfa55e539954a%5B1%5D.png,DataOps OS for the entire data lifecycle,data-integration,https://meltano.com/,https://github.com/meltano/meltano,,"Meltano is an code-first data integration platform that stands out with its flexibility and extensibility, making it a favorite among enterprises and organizations looking to streamline their data operations. Its core differentiator lies in its ability to integrate seamlessly with existing data stacks, offering over 550 connectors and tools that can be configured and orchestrated directly from platforms like Dagster. Enterprises appreciate Meltano for its developer-friendly approach, allowing teams to manage data pipelines efficiently without being bogged down by the complexities of building and maintaining custom API integrations. Meltano enhances data infrastructure by providing a more streamlined and efficient process for managing data pipelines, which can significantly improve operational efficiency and reduce time spent on data management tasks.",,https://uploads-ssl.webflow.com/625447c67b621ab49bb7e3e5/66c606c25d7178b9abcfb776_extractors-02b02190e3b51565b7b130bf99d4709f%5B1%5D.png; https://uploads-ssl.webflow.com/625447c67b621ab49bb7e3e5/66c606cfc7da6a7cd408975b_pipelines-aadaef9c2cef5deacb2a408fdfab513c%5B1%5D.png; https://uploads-ssl.webflow.com/625447c67b621ab49bb7e3e5/66c606dcd99e2bc992ead0f3_extractors-configuration-dc95e418cd46ae9786408e44600f32fb%5B1%5D.png,"<p id="""">Running Meltano on Shakudo's platform elevates your data integration capabilities to new heights. Instead of managing complex deployments and scaling issues, you can leverage Shakudo's automated DevOps to have Meltano up and running in minutes. The seamless integration with Shakudo'sWhen deployed on Shakudo, Meltano becomes even more advantageous. </p><p id="""">Shakudo's platform automates the complex DevOps processes, offering a seamless integration with your existing data infrastructure. This means you can enjoy the benefits of Meltano's robust data integration capabilities without the typical headaches of manual deployment and ongoing maintenance. Shakudo ensures that Meltano operates efficiently and securely within your cloud environment, optimizing performance and reducing costs by leveraging automated scaling and resource management. Without Shakudo, deploying Meltano involves significant manual setup and maintenance, often requiring dedicated DevOps resources to manage integrations and ensure system stability. This can divert valuable time and energy away from core business activities. With Shakudo, these pain points are alleviated, as the platform provides a comprehensive, user-friendly interface that simplifies the deployment and management of Meltano. </p><p id="""">This combination not only accelerates your data pipeline development but also ensures enterprise-grade security and compliance. With Shakudo, you can focus on extracting insights from your data rather than worrying about infrastructure management, making it an ideal solution for organizations looking to implement robust, scalable DataOps practices.</p>",false,,,,,,,,,,,,,,,
Metabase,metabase,65d8f013a7ae761a66cdf762,65d8f013a7ae761a66cdf68c,65d8f013a7ae761a66cdfade,false,false,Fri Apr 21 2023 16:14:59 GMT+0000 (Coordinated Universal Time),Thu Apr 10 2025 21:26:01 GMT+0000 (Coordinated Universal Time),Wed Apr 23 2025 15:25:02 GMT+0000 (Coordinated Universal Time),true,,https://uploads-ssl.webflow.com/625447c67b621ab49bb7e3e5/6511e689dc849173cd6c7e9b_6442b2980b1b8135359d971e_logo.png,Simplify your data analysis with intuitive business intelligence tool.,business-intelligence,https://www.metabase.com/,https://github.com/metabase/metabase,,"Metabase is a powerful and intuitive business intelligence tool that allows you to easily visualize, analyze, and share data. Tired of sifting through spreadsheets and manually creating reports? Metabase provides a user-friendly interface that enables you to quickly create and share custom dashboards, charts, and graphs. With support for multiple data sources and a flexible permission system, you can ensure that your team has access to the information they need while maintaining data security and integrity.",,,,false,,,,,,,,business-intelligence,,,,,,,
Metaflow,metaflow,65d8f013a7ae761a66cdf762,65d8f013a7ae761a66cdf68c,65d8f013a7ae761a66cdfb40,false,false,Mon Feb 12 2024 16:41:27 GMT+0000 (Coordinated Universal Time),Thu Apr 10 2025 21:21:42 GMT+0000 (Coordinated Universal Time),Wed Apr 23 2025 15:25:02 GMT+0000 (Coordinated Universal Time),true,1,https://uploads-ssl.webflow.com/625447c67b621ab49bb7e3e5/65d524955e9d519456288d6c_metaflow-logo.svg,"Framework for real-life ML, AI, and data science",machine-learning,https://metaflow.org/,https://github.com/Netflix/metaflow,,"Metaflow, a human-friendly Python framework, empowers data scientists and engineers to build and manage real-life data science projects with structure and scalability – all without compromising flexibility. Experiment freely in notebooks, then seamlessly transition to Metaflow's DAG-based structure for clear workflows, effortless versioning, and robust local testing. Scale seamlessly to the cloud, unleashing GPUs and parallel processing when needed. Metaflow's built-in organization fosters collaboration. Finally, achieve confident deployments with adaptable flows that intelligently respond to live data and updates.",,,,false,,,,,,,,,,,,,,,
Milvus,milvus,65d8f013a7ae761a66cdf762,65d8f013a7ae761a66cdf68c,65d8f013a7ae761a66cdfafa,false,false,Thu Jul 27 2023 19:40:47 GMT+0000 (Coordinated Universal Time),Thu Apr 10 2025 21:23:29 GMT+0000 (Coordinated Universal Time),Wed Apr 23 2025 15:25:02 GMT+0000 (Coordinated Universal Time),true,1,https://cdn.prod.website-files.com/625447c67b621ab49bb7e3e5/65d599a9338ff75d2d3dcb5f_milvus-logo.svg,"Vector database for AI search and analytics, excelling in similarity search.",database,https://milvus.io/,https://github.com/milvus-io/milvus,,"Milvus is an open source vector database built to handle the extraction and analysis of features in AI and Machine Learning. It is especially efficient for handling unstructured data, enabling the searching, storing, and processing of vectors. With its support for similarity search at scale, users can effortlessly conduct complex vector similarity searches. Milvus' utilization of heterogeneous computing accelerates the analysis of massive amounts of data, making it a go-to solution for use cases involving machine learning, recommendation systems, and computer vision. Moreover, its capability to integrate with mainstream databases and analysis tools increases its versatility in building end-to-end AI applications.",,,,true,,,,,,,,database,,,,,,,
miniCRAN,minicran,65d8f013a7ae761a66cdf762,65d8f013a7ae761a66cdf68c,66c605b03f775347e75347e7,false,false,Wed Aug 21 2024 15:20:16 GMT+0000 (Coordinated Universal Time),Thu Apr 10 2025 21:19:25 GMT+0000 (Coordinated Universal Time),Wed Apr 23 2025 15:25:02 GMT+0000 (Coordinated Universal Time),true,,https://uploads-ssl.webflow.com/625447c67b621ab49bb7e3e5/66c60d0b32d64cea6ec10f1c_images%20(2).png,"Create internally consistent, mini CRAN",language,https://andrie.github.io/miniCRAN/,https://github.com/andrie/miniCRAN,,"MiniCRAN is a tool that allows organizations to create a private, internally consistent repository of R packages tailored to their specific needs by selecting only the necessary packages from CRAN-like repositories. Its core differentiator is the ability to maintain a customized subset of packages while ensuring all dependencies are met, which is particularly appealing to enterprises that require control over their package ecosystem. This capability streamlines operations by reducing the complexity and size of package management, enhancing efficiency and security. Organizations appreciate miniCRAN for its ability to simplify package management, ensuring that only relevant and approved packages are available, thus reducing the risk of using outdated or unnecessary packages. By implementing miniCRAN, organizations can expect a more streamlined and controlled package management process, aligning with their specific operational and security requirements.",,,"<p id="""">On Shakudo, miniCRAN becomes even more effective by integrating seamlessly into your existing data infrastructure, eliminating the complexities of manual deployment and maintenance. Shakudo's platform automates DevOps tasks, ensuring that miniCRAN runs efficiently and securely within your own cloud environment. This not only reduces the burden on your IT teams but also enhances the reliability of your data operations, allowing you to focus on leveraging data insights rather than managing infrastructure.</p><p id="""">Deploying miniCRAN on Shakudo offers a significant advantage over proprietary solutions or self-deployment. With Shakudo, you benefit from a unified interface that simplifies package management, reduces operational costs, and enhances security by keeping everything within your infrastructure. This means you can maintain control over your data ecosystem without the headaches of manual updates or compatibility issues. By choosing Shakudo, you streamline your data operations, ensuring your team can innovate and deliver faster, without the typical bottlenecks associated with traditional deployment methods.</p>",false,,,,,,,,,,,,,,,
MinIO,minio,65d8f013a7ae761a66cdf762,65d8f013a7ae761a66cdf68c,65d8f013a7ae761a66cdfb42,false,false,Mon Feb 12 2024 17:07:26 GMT+0000 (Coordinated Universal Time),Tue May 12 2026 05:50:00 GMT+0000 (Coordinated Universal Time),Tue May 12 2026 05:51:01 GMT+0000 (Coordinated Universal Time),true,,https://cdn.prod.website-files.com/625447c67b621ab49bb7e3e5/65ca4d86c2cecabce3e7309a_MINIO_Bird.avif,Object storage for large-scale infrastructure,data-storage,https://min.io/,https://github.com/minio/minio,,"MinIO is a seriously performant object store designed for those handling the demands of AI/ML workloads, data lakes, and large databases. The S3 compatibility makes it a familiar fit, and the software-defined nature means it plays nice in any cloud or on-premises setup. It's surprisingly easy to set up, and the open-source version adds flexibility for initial testing and POCs while the Enterprise version provides hardening, security, and stability for pre-production and production environments. MinIO boasts impressive speed benchmarks, and the native Kubernetes integration streamlines deployment within those environments. If you're looking for a powerful, adaptable object storage solution, particularly for AI-driven work, MinIO is definitely worth exploring.",,,,true,,,,https://youtu.be/Dad9qvUYgGY,,,,data-storage; kb-article,"<h2>Overview</h2><p>MinIO is an S3-compatible object storage service used to store files, datasets, model artifacts, logs, backups, and application assets.</p><p>In a Shakudo environment, MinIO is often the object storage layer for AI tools, data pipelines, file uploads, backups, and components that expect an S3 API without requiring public cloud S3.</p><p>This page is written for onboarding and deployment calls. It focuses on what customers need to understand, provide, validate, and troubleshoot in a real environment.</p><h3>Where it fits in the stack</h3><ul><li>Primary role: MinIO provides a reusable platform capability rather than a one-off application.</li><li>Typical deployment model: Kubernetes + Helm, with customer-specific values and secrets.</li><li>Typical access model: private internal endpoint or customer-approved external route.</li><li>Typical support model: validate deployment health first, then validate user workflow and integrations.</li></ul><p>‍</p>","<h2>Getting Started</h2><p>Start with one safe workflow in MinIO before enabling production usage. The goal is to prove connectivity, permissions, and operational ownership.</p><h3>What the customer needs to provide</h3><ul><li>storage size and performance expectations</li><li>bucket names and access policy requirements</li><li>root access key and secret key</li><li>whether the deployment should be standalone or distributed</li><li>applications that need S3-compatible credentials</li></ul><h3>First workflow</h3><ul><li>Open the MinIO console or configure the mc CLI</li><li>Create a bucket for each workload or environment</li><li>Create access keys with least privilege</li><li>Configure an application with endpoint, bucket, access key, and secret key</li><li>Upload and download a test object before using it in production</li></ul><p>‍</p>","<h2>Deployment Runbook</h2><p>&lt;aside&gt;📌 Command-first runbook for customer deployment calls. Replace placeholders before running. For production environments, run changes through the customer-approved change process.</p><p>&lt;/aside&gt;</p><h3>Step 1 — Confirm cluster access</h3><p>Run:</p><p><code>export KUBECONFIG=/path/to/customer-kubeconfig<br>export KUBE_CONTEXT=&lt;customer-context&gt;<br><br>kubectl --kubeconfig ""$KUBECONFIG"" --context ""$KUBE_CONTEXT"" config current-context<br>kubectl --kubeconfig ""$KUBECONFIG"" --context ""$KUBE_CONTEXT"" get nodes<br>kubectl --kubeconfig ""$KUBECONFIG"" --context ""$KUBE_CONTEXT"" get namespace hyperplane-minio || kubectl --kubeconfig ""$KUBECONFIG"" --context ""$KUBE_CONTEXT"" create namespace hyperplane-minio<br></code></p><h3>Step 2 — Clone the Shakudo chart</h3><p>Run:</p><p><code>git clone --depth=1 --branch &lt;release-branch&gt; &lt;https://github.com/devsentient/monorepo.git&gt; /tmp/monorepo<br>cd /tmp/monorepo/stack-components/minio/helm<br>helm dependency update .<br></code></p><h3>Step 3 — Create required secrets</h3><p>Run:</p><p><code>kubectl --kubeconfig ""$KUBECONFIG"" --context ""$KUBE_CONTEXT"" create secret generic minio-root-credentials -n hyperplane-minio --from-literal=rootUser='&lt;access-key&gt;' --from-literal=rootPassword='&lt;secret-key&gt;'<br></code></p><h3>Step 4 — Prepare values.yaml</h3><p>Run:</p><p><code>cat &gt; /tmp/minio-values.yaml &lt;&lt;'EOF_VALUES'<br>minio:<br> &nbsp;mode: standalone<br> &nbsp;replicas: 1<br> &nbsp;persistence:<br> &nbsp; &nbsp;enabled: true<br> &nbsp; &nbsp;size: 100Gi<br> &nbsp;existingSecret: minio-root-credentials<br> &nbsp;resources:<br> &nbsp; &nbsp;requests:<br> &nbsp; &nbsp; &nbsp;cpu: 500m<br> &nbsp; &nbsp; &nbsp;memory: 1Gi<br> &nbsp; &nbsp;limits:<br> &nbsp; &nbsp; &nbsp;cpu: 2<br> &nbsp; &nbsp; &nbsp;memory: 4Gi<br> &nbsp;buckets:<br> &nbsp; &nbsp;- name: customer-data<br> &nbsp; &nbsp; &nbsp;policy: none<br> &nbsp; &nbsp;- name: application-artifacts<br> &nbsp; &nbsp; &nbsp;policy: none<br>consoleIngress:<br> &nbsp;enabled: true<br> &nbsp;host: minio-console.&lt;customer-domain&gt;<br>EOF_VALUES<br></code></p><h3>Step 5 — Deploy or upgrade</h3><p>Run:</p><p><code>helm --kubeconfig ""$KUBECONFIG"" --kube-context ""$KUBE_CONTEXT"" upgrade --install minio /tmp/monorepo/stack-components/minio/helm \\<br> &nbsp;--namespace hyperplane-minio \\<br> &nbsp;--create-namespace \\<br> &nbsp;--values /tmp/minio-values.yaml \\<br> &nbsp;--timeout 15m \\<br> &nbsp;--wait<br></code></p><h3>Step 6 — Validate Kubernetes resources</h3><p>Run:</p><p><code>helm --kubeconfig ""$KUBECONFIG"" --kube-context ""$KUBE_CONTEXT"" status minio -n hyperplane-minio<br>kubectl --kubeconfig ""$KUBECONFIG"" --context ""$KUBE_CONTEXT"" get pods,svc,pvc,ingress,virtualservice -n hyperplane-minio<br>kubectl --kubeconfig ""$KUBECONFIG"" --context ""$KUBE_CONTEXT"" get events -n hyperplane-minio --sort-by=.lastTimestamp | tail -n 60<br>kubectl --kubeconfig ""$KUBECONFIG"" --context ""$KUBE_CONTEXT"" logs -n hyperplane-minio -l app.kubernetes.io/instance=minio --tail=100<br></code></p><h3>Step 7 — Smoke test the service</h3><p>Run:</p><p><code>kubectl --kubeconfig ""$KUBECONFIG"" --context ""$KUBE_CONTEXT"" port-forward -n hyperplane-minio svc/minio 9000:9000<br><br># In another terminal:<br>curl &lt;http://localhost:9000/minio/health/live&gt;<br></code></p><h3>Rollback</h3><p>Run:</p><p><code>helm --kubeconfig ""$KUBECONFIG"" --kube-context ""$KUBE_CONTEXT"" history minio -n hyperplane-minio<br>helm --kubeconfig ""$KUBECONFIG"" --kube-context ""$KUBE_CONTEXT"" rollback minio &lt;REVISION&gt; -n hyperplane-minio<br>kubectl --kubeconfig ""$KUBECONFIG"" --context ""$KUBE_CONTEXT"" rollout status deployment/minio -n hyperplane-minio || true<br></code></p><p>‍</p>","<h2>Troubleshooting &amp; FAQ</h2><p>Use this section during customer debugging calls. Format: Problem → What to check → Fix.</p><h3>Application cannot connect to MinIO</h3><ul><li>What to check: Check endpoint URL, port, access key, secret key, and whether path-style access is required</li><li>Fix: Use the internal service URL from inside the cluster and enable path-style S3 config</li></ul><h3>Upload fails with AccessDenied</h3><ul><li>What to check: Check bucket policy and access key permissions</li><li>Fix: Create or update a policy that allows the required bucket actions</li></ul><h3>Bucket not found</h3><ul><li>What to check: Check bucket name, environment, and whether initialization created it</li><li>Fix: Create the bucket through the console or mc CLI</li></ul><h3>Storage fills up</h3><ul><li>What to check: Check bucket growth, incomplete multipart uploads, and retention policy</li><li>Fix: Delete expired data and add lifecycle rules before scaling storage</li></ul><p>‍</p>","<h2>Administration and Best Practices</h2><p>Use these practices to keep MinIO reliable after the initial deployment.</p><ul><li>Use separate buckets or prefixes for dev, staging, and production</li><li>Create app-specific access keys instead of sharing root credentials</li><li>Enable lifecycle policies for temporary or high-volume data</li><li>Monitor disk capacity before large ingestion jobs</li><li>Back up critical buckets or replicate them when retention matters</li><li>Use TLS and private network routes for production access</li></ul><p>‍</p>",KB Article,2025.4.22
Mistral,mistral,65d8f013a7ae761a66cdf762,65d8f013a7ae761a66cdf68c,65d8f013a7ae761a66cdfb28,false,false,Thu Dec 07 2023 17:38:50 GMT+0000 (Coordinated Universal Time),Thu Apr 10 2025 21:23:17 GMT+0000 (Coordinated Universal Time),Wed Apr 23 2025 15:25:02 GMT+0000 (Coordinated Universal Time),true,,https://uploads-ssl.webflow.com/625447c67b621ab49bb7e3e5/65d24ecd1352ce5c4f504bf2_Vector-10.svg,Decoder-based LM model for real-time applications,large-language-model-llm,https://docs.mistral.ai/,https://github.com/mistralai,,"Mistral 7B is a language model with 7 billion parameters, designed by Mistral AI for high efficiency and performance. Its architecture enables quick response times, making it ideal for real-time applications. Mistral 7B integrates unique attention mechanisms such as grouped-query attention (GQA) and sliding window attention (SWA), enhancing its inference speed and memory management. This model can handle lengthy sequences with reduced inference costs, setting it apart in practical applications. Its performance at launch surpassed that of comparable 13B models, marking a significant advancement in language model technology. The model is accessible under the Apache 2.0 license, promoting widespread use and development.",,,,false,,,,,,,,,,,,,,,
MLflow,mlflow,65d8f013a7ae761a66cdf762,65d8f013a7ae761a66cdf68c,65d8f013a7ae761a66cdfac3,false,false,Thu Dec 22 2022 17:12:49 GMT+0000 (Coordinated Universal Time),Thu Apr 10 2025 21:27:51 GMT+0000 (Coordinated Universal Time),Wed Apr 23 2025 15:25:02 GMT+0000 (Coordinated Universal Time),true,,https://uploads-ssl.webflow.com/625447c67b621ab49bb7e3e5/6511e689031c7ba81a905dd5_63a48f78853f903fea434c78_MLflow-logo-pos-TM-1%255B1%255D.png,"Track, manage, and deploy machine learning models",model-tracking,https://mlflow.org/,https://github.com/mlflow/mlflow,,"MLflow is an open-source platform for managing the entire machine learning lifecycle, including experiment tracking, model packaging and deployment, and model management. It is flexible and scalable, and particularly useful for data scientists and organizations wanting to deploy machine learning models in a consistent and reliable way.",,,,false,,,,,,,,model-tracking,,,,,,,
Modin,modin,65d8f013a7ae761a66cdf762,65d8f013a7ae761a66cdf68c,65d8f013a7ae761a66cdfaad,false,false,Tue Jan 10 2023 19:14:02 GMT+0000 (Coordinated Universal Time),Thu Apr 10 2025 21:27:50 GMT+0000 (Coordinated Universal Time),Wed Apr 23 2025 15:25:02 GMT+0000 (Coordinated Universal Time),true,,https://uploads-ssl.webflow.com/625447c67b621ab49bb7e3e5/6511e689b5499c9efbb181b1_63bdb8e0eb0c0ed9b9bd67e3_MODIN_ver2_hrz%255B1%255D.png,Pandas accelerator for faster data analysis ,distributed-computing,https://modin.readthedocs.io/en/latest/index.html,https://github.com/modin-project/modin,,"Modin is an open-source library that allows users to speed up their data analysis and manipulation tasks using Pandas. It is designed to improve the performance of large data sets and reduce the time it takes to perform common data manipulation tasks by utilizing multiple cores and distributed computing. It is built on top of several big data technologies, such as Dask and Ray, which enables it to handle very large data sets and scale out to multiple machines.",,,,false,,,,,,,,distributed-computing,,,,,,,
